county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
Trinity County,California,Winter,,,,,7231,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,Summer,,,,,8729,Class B,,,,,,,,,,,,,,,,,
Trinity County,California,Summer,Report 27327: Wilderness campers have an unknown visitor in the Trinity Alps of Northern California,41.1139,-122.7,8/29/2010,27327,Class B,9r29zus9ff,69.31,57.325,45.34,39.59,0.57,0.29,0.66,0,0,,1012.15,Mostly cloudy starting in the evening.,8,10,274,0.42
Tulare County,California,Fall,"Report 12328: Hunters are awakened by loud, repetitive vocalizations in Monache Meadows",36.1894,-118.1729,10/1/1979,12328,Class B,9q7vyuj4ec,,,,,,,,,,,,,,,,
Tulare County,California,Fall,"Report 11407: Two young men camping in the high country, hear vocals",36.05361,-118.5347,10/27/1985,11407,Class B,9q7tnemet2,,,,,,,,,,,,,,,,
Tulare County,California,Spring,Report 2794: Woman has early evening sighting near Kennedy Meadows,36.05278,-118.1303,5/31/1987,2794,Class A,9q7vpghnst,,,,,,,,,,,,,,,,
Tulare County,California,Fall,,,,,2183,Class A,,,,,,,,,,,,,,,,,
Tulare County,California,Summer,,,,,2877,Class A,,,,,,,,,,,,,,,,,
Tulare County,California,Summer,,,,,2878,Class C,,,,,,,,,,,,,,,,,
Tulare County,California,Spring,Report 9357: Workers have daytime sighting on Tule River Indian Reservation,36.0438,-118.7402,5/1/2000,9357,Class A,9q7t41842g,83.28,63.47,43.66,41.97,0.47,0.01,0.91,,,rain,,Clear throughout the day.,10,10,243,1.63
Tulare County,California,Spring,,,,,2431,Class A,,,,,,,,,,,,,,,,,
Tulare County,California,Summer,Report 6922: Campers have rocks thrown at them near Mineral King,36.4525,-118.6092,6/1/2001,6922,Class B,9q7xkgzrjq,,,,,,,,,,,,,,,,
Tulare County,California,Summer,Report 3121: Hiker hears loud scream in Sequoia National Park,36.22306,-118.6744,9/6/2001,3121,Class B,9q7w56pyw5,72.03,57.625,43.22,44.01,0.69,0,0.62,,,rain,,Clear throughout the day.,9,10,273,1.86
Tulare County,California,Summer,Report 4887: Family has strange experience in Golden Trout Wilderness,36.10556,-118.5272,9/3/2002,4887,Class B,9q7tqug4hh,81.3,68.215,55.13,33.2,0.28,0,0.88,,,rain,,Clear throughout the day.,10,10,277,2
Tulare County,California,Spring,Report 19448: Possible vocalizations heard by campers near Monache Mountain,36.1999,-118.1666,6/1/2007,19448,Class B,9q7vzjcxww,72.76,59.17,45.58,29.73,0.37,,0.53,0,0,,,Clear throughout the day.,0,,191,1.16
Tulare County,California,Summer,Report 22815: Campers hear loud vocalizations near Kennedy Meadows,36.07081,-118.2084,1/9/2008,22815,Class B,9q7vnn7r8w,41.84,31.635,21.43,26.97,0.91,,0.04,0.0019,0.48,snow,,Clear throughout the day.,0,,296,1.03
Tulare County,California,Summer,Report 24795: Campers hear lengthy call and response sequence between creatures in the Giant Sequoia National Monument,35.5803,-118.3804,8/11/2008,24795,Class B,9q7f6jnn28,89.46,74.3,59.14,36.1,0.29,,0.34,0,0,,,Clear throughout the day.,0,,284,0.33
Tulare County,California,Summer,Report 24877: Deer hunter comes across possible sasquatch tracks (w/ cell phone photo of one track),35.95835,-118.375,10/17/2008,24877,Class B,9q7ud61bwd,67.75,54.655,41.56,12.53,0.21,,0.61,0,0,,,Clear throughout the day.,0,,132,0.41
Tulare County,California,Summer,Report 24938: Daylight sighting by backpacker near Pacific Crest Trail west of Independence observes two creatures during the afternoon on the PCT,36.70835,-118.375,10/27/2008,24938,Class A,9qebf69cws,59.22,47.545,35.87,12.06,0.27,,0.96,0,0,,,Clear throughout the day.,0,,171,0.53
Tulare County,California,Fall,Report 42148: Possible nighttime encounters at a campground near Pine Flat Resort,35.84503,-118.6331,9/13/2013,42148,Class B,9q7eumqh2m,83.63,70.59,57.55,47.41,0.48,0,0.29,0,0,,,Clear throughout the day.,8,10,291,0.69
Tuolumne County,California,Winter,Report 2309: 10-Ft. Shrieking Monster reported near Cold Springs,38.1625,-120.0522,1/27/1963,2309,Class B,9qf9h5k8sv,,,,,,,,,,,,,,,,
Tuolumne County,California,Winter,Report 2310: Large prints found below Cold Springs,38.1625,-120.0522,1/28/1963,2310,Class B,9qf9h5k8sv,,,,,,,,,,,,,,,,
Tuolumne County,California,Winter,Report 1953: Deputy Sheriff sees strange footprints above Strawberry,38.23243,-119.984,12/1/1963,1953,Class B,9qf9t8n241,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,Report 1954: Brothers have strange experience above Strawberry,38.29116,-119.7275,8/6/1971,1954,Class B,9qfcgd9n5j,,,,,,,,,,,,,,,,
Tuolumne County,California,Winter,Report 7097: Campers hear late night vocalizations at Carlon Station,37.81269,-119.8609,1/10/1977,7097,Class B,9qdz07xfys,,,,,,,,,,,,,,,,
Tuolumne County,California,Fall,Report 1955: Witness reports loud screaming near Strawberry,38.19753,-119.9811,10/1/1977,1955,Class B,9qf9mc8ktx,,,,,,,,,,,,,,,,
Tuolumne County,California,Winter,"Report 2887: Loud, High-pitched Animal Screams Heard Outside a Cabin Late at Night",38.19753,-119.9811,12/30/1977,2887,Class B,9qf9mc8ktx,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,Report 1301: Three witnesses have daytime sighting near Strawberry,38.19753,-119.9811,7/30/1978,1301,Class A,9qf9mc8ktx,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,Report 1090: Girl has daytime sighting near Twain Harte,38.06615,-120.1877,8/1/1978,1090,Class A,9qf8919zrs,,,,,,,,,,,,,,,,
Tuolumne County,California,Fall,Report 7676: Hunters have strange night experiences near Groundhog Meadow,38.2395,-119.8792,9/15/1978,7676,Class B,9qfc8169hp,,,,,,,,,,,,,,,,
Tuolumne County,California,Spring,Report 1919: Friends have night sighting above Sonora,38.03898,-120.2339,10/25/1983,1919,Class A,9qf82hb355,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,Report 816: Camper experiences strange night time visitor near Groveland,37.89917,-119.9997,6/1/1985,816,Class B,9qdxt76fsm,,,,,,,,,,,,,,,,
Tuolumne County,California,Fall,Report 2333: Family hears late night screams near Long Barn,38.05141,-120.0508,9/27/1988,2333,Class B,9qf8kpj9t8,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,Report 2886: A Wildlife Biologist observes a large upright walking animal near Pinecrest,38.26661,-119.8633,6/15/1993,2886,Class A,9qfc8qnpnt,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,Report 24574: Man remembers seeing an animal move through a ravine near Yosemite,38.33115,-119.7853,8/13/1993,24574,Class A,9qff41zp0h,,,,,,,,,,,,,,,,
Tuolumne County,California,Winter,Report 2311: Two hikers have interesting experience near Strawberry,38.19833,-120.0083,11/1/1993,2311,Class B,9qf9m1u97u,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,Report 868: Campers have sighting above Pinecrest,38.17677,-119.9065,6/1/1994,868,Class A,9qf9pmygb1,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,Report 5509: Man hears late night howl in the Emigrant Wilderness,38.32417,-119.7519,8/1/1994,5509,Class B,9qff4bxq6r,,,,,,,,,,,,,,,,
Tuolumne County,California,Winter,"Report 615: Sighting by woman in Eagle Meadow, above Strawberry",38.28085,-119.836,11/15/1997,615,Class A,9qfcc0f44g,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,"Report 3672: Late night sighting by motorists travelling through Tioga Pass (Yosemite), a few miles beyond Crane Flat Campground",37.91111,-119.2569,8/1/1998,3672,Class A,9qepwjxb0z,71.16,,,34.03,0.39,0,0.29,,,rain,,Clear throughout the day.,12,10,120,2.72
Tuolumne County,California,Summer,Report 1963: Hiker has strange late night experience in Emigrant Wilderness,38.31722,-119.7489,8/27/1999,1963,Class B,9qfcgp3tbr,,,,,,,,,,,,,,,,
Tuolumne County,California,Spring,Report 3072: BFRO Investigators detail activity around Twain Harte,38.05,-120.2667,3/1/2001,3072,Class B,9qf2rqb3qf,,,,,,,,,,,,,,,,
Tuolumne County,California,Spring,Report 3071: Man see large prints outside of Long Barn,38.07584,-120.1039,4/22/2001,3071,Class B,9qf8dgrpb7,,,,,,,,,,,,,,,,
Tuolumne County,California,Spring,Report 7299: Couple hear strange nighttime screams near Twain Harte,38.03305,-120.2636,5/18/2001,7299,Class B,9qf2r7dwx4,,,,,,,,,,,,,,,,
Tuolumne County,California,Fall,Report 4649: Women hear late night vocalizations at Sand Bar Flat Campground,38.18389,-120.1547,9/1/2001,4649,Class B,9qf91z4j29,,,,,,,,,,,,,,,,
Tuolumne County,California,Fall,Report 16448: Possible vocalizations awaken campers in Clark Fork Campground,38.3958,-119.801,9/25/2001,16448,Class B,9qff3vexdr,,,,,,,,,,,,,,,,
Tuolumne County,California,Summer,Report 4650: Campers find stacked rocks and hear unusual rock banging near Strawberry,38.24805,-119.9924,7/4/2002,4650,Class B,9qf9tdb5n3,,,,,,,0.81,,,,,Clear throughout the day.,0,,126,5.08
Tuolumne County,California,Fall,"Report 25648: Possible nighttime encounter, food taken from hunters camping near Tuolumne",38.03917,-120.0459,9/15/2003,25648,Class B,9qf8kkc4pz,77.95,65.715,53.48,37.61,0.35,,0.66,0,0,,,Clear throughout the day.,0,,239,1.9
Tuolumne County,California,Winter,Report 10980: Man has late night sighting near Twain Harte,38.0312,-120.2434,12/24/2003,10980,Class A,9qf2rg37v9,43.89,39.7,35.51,42.62,1,,0.06,0.0596,1,rain,,"Rain until evening, starting again overnight.",0,,136,2.24
Tuolumne County,California,Summer,Report 15197: Possible vocalizations heard by mother and children at Lake Moran near Dorrington,38.23475,-120.1862,7/3/2006,15197,Class B,9qf9907jd9,83.16,70.28,57.4,44.69,0.44,,0.25,0,0,,,Clear throughout the day.,0,,250,0.53
Tuolumne County,California,Fall,Report 23974: Camping couple report possible vocalizations outside Long Barn around 6:30 AM,38.09832,-120.0397,10/21/2006,23974,Class B,9qf8srtfb3,68.16,56.98,45.8,31.65,0.43,,0.98,0,0,,,Clear throughout the day.,0,,189,0.51
Tuolumne County,California,Fall,Report 16722: Possible vocalizations heard by resident near Twain Harte,38.015,-120.245,11/19/2006,16722,Class B,9qf2rb2m2m,66.37,56.955,47.54,38.6,0.57,,0.96,0,0,,,Clear throughout the day.,0,,162,0.37
Tuolumne County,California,Spring,Report 18403: Possible road-crossing sighting in daylight near Strawberry,38.20835,-120.0416,3/25/2007,18403,Class B,9qf9k7s7gb,59.31,50.18,41.05,42.97,0.76,,0.25,0,0,,,Clear throughout the day.,0,,243,0.49
Tuolumne County,California,Summer,Report 23424: Son and father hear possible sasquatch vocalizations in the Emigrant Wilderness,38.17625,-119.864,8/23/2007,23424,Class B,9qfc0mv8y2,76.66,64.26,51.86,44.61,0.57,,0.34,0,0,,,Clear throughout the day.,0,,238,0.76
Tuolumne County,California,Summer,Report 24277: Campers hear strange vocalizations for over an hour while camping outside Dorrington,38.375,-120.125,8/5/2008,24277,Class B,9qfd63zwsd,78.05,66.39,54.73,33.95,0.31,,0.15,0,0,,,Clear throughout the day.,0,,290,0.3
Ventura County,California,Fall,,,,,2888,Class C,,,,,,,,,,,,,,,,,
Ventura County,California,Summer,"Report 24648: Man retells his close, visual encounter at dawn on Pine Mountain as a young deer hunter",34.625,-119.2916,9/14/2008,24648,Class A,9q5hvrq90p,64.04,52,39.96,46.45,0.86,0.61,0.48,0,0,,1014.2,Mostly cloudy until afternoon.,7,7.66,257,1.25
Apache County,Arizona,Summer,Report 11858: Possible night time sighting near Big Lake,33.9,-109.355,7/6/1986,11858,Class B,9w40ze61gf,,,,,,,,,,,,,,,,
Apache County,Arizona,Summer,"Report 13548: Possible vocalization heard in the Chuska Mountains, NE Arizona",36.28,-109.14,8/19/1998,13548,Class B,9w6qkkwdmd,,,,,,,,,,,,,,,,
Apache County,Arizona,Winter,,,,,846,Class B,,,,,,,,,,,,,,,,,
Apache County,Arizona,Summer,Report 6552: Bigfoot crosses road in front of vehicle traveling on Navajo Route 7 near Canyon De Chelley National Monument,36.09081,-109.4276,6/17/2001,6552,Class A,9w6jmfjk0n,,,,,,,,,,,,,,,,
Apache County,Arizona,Fall,"Report 12214: Possible vocalizations near Sawmill,AZ",35.97,-109.155,9/28/2003,12214,Class B,9w6ksh5u2j,81.24,58.635,36.03,23.26,0.32,0,0.09,,,rain,1014.66,Clear throughout the day.,8,10,263,2.63
Apache County,Arizona,Fall,Report 16580: Afternoon road-crossing sighting by motorist on RT 61 near Concho,34.325,-109.64,10/26/2006,16580,Class A,9w4530dtdg,45.21,37.175,29.14,25.91,0.64,0.1,0.15,0,0,,1021.17,Clear throughout the day.,5,10,350,3.89
Apache County,Arizona,Winter,Report 17804: Late afternoon road crossing sighting by motorist west of Springerville.,34.6,-109.44,2/1/2007,17804,Class A,9w4hvdspx5,34.33,23.535,12.74,25.06,0.75,0.93,0.49,0.0031,1,snow,1007.24,Light snow (< 1 in.) in the morning and evening.,3,6.9,287,8.78
Apache County,Arizona,Summer,Report 26297: Several early morning vocalizations heard at Wheatfields Lake,36.225,-109.11,7/4/2009,26297,Class B,9w6qj4s9bt,77.88,69.875,61.87,43.13,0.44,,0.42,0.0058,1,rain,,Rain in the afternoon.,0,,267,1.76
Apache County,Arizona,Summer,Report 45320: Early morning fisherman hears possible howl near Hawley Lake,33.988,-109.7452,6/14/2013,45320,Class B,9w1cqemfrq,79.43,65.275,51.12,32.65,0.32,0.02,0.19,0,0,,,Clear throughout the day.,12,10,239,2.71
Cochise County,Arizona,Winter,Report 24052: Man recounts boyhood experience of hearing a terrifying scream while hunting near the San Pedro River,31.63,-110.177,1/1/1972,24052,Class B,9t9euy5d1g,,,,,,,,,,,,,,,,
Cochise County,Arizona,Summer,Report 440: A daylight sighting report by an ex soldier,31.99003,-110.1835,10/10/2000,440,Class A,9t9tuxwg6m,69.78,,,54.94,0.78,0.9,0.41,,,rain,1012.97,Mostly cloudy throughout the day.,4,9.5,131,7.05
Coconino County,Arizona,Fall,Report 38375: Memory told of a possible early morning sighting while hunting near West Clear Creek,34.515,-111.375,10/15/1989,38375,Class B,9w0u3e70qq,,,,,,,,,,,,,,,,
Coconino County,Arizona,Summer,Report 11514: Evening sighting by motorists north of Flagstaff.,35.656,-111.938,7/1/1990,11514,Class A,9w26ufcpr8,,,,,,,,,,,,,,,,
Coconino County,Arizona,Fall,Report 13964: Possible vocalizations heard at sundown near the North Rim of the Grand Canyon,36.4,-112,10/26/1991,13964,Class B,9w2r56kj6g,,,,,,,,,,,,,,,,
Coconino County,Arizona,Winter,"Report 15178: Two part report of possible vocalizations, footprints and a nest, near Jacob Lake",36.74,-112.19,3/15/1999,15178,Class B,9w81p03dp8,,,,,,,,,,,,,,,,
Coconino County,Arizona,Summer,Report 10877: Midnight vocalizations disturb camping family near Mormon Mountain.,34.96295,-111.5228,6/24/2000,10877,Class B,9w0wyhz9fq,73.59,57.57,41.55,45.73,0.64,0.32,0.74,0.0005,1,rain,1018.19,Light rain in the afternoon.,9,9.91,262,5.89
Coconino County,Arizona,Winter,"Report 3482: Nighttime sighting by motorists on Hwy 87 in Jacks Canyon, 30 miles south of Winslow",34.90831,-110.8403,12/24/2000,3482,Class A,9w1ntfbe9u,56.54,43.59,30.64,13.22,0.46,0,0.97,0,0,,1018.93,Clear throughout the day.,3,10,174,2.25
Coconino County,Arizona,Fall,,,,,1028,Class B,,,,,,,,,,,,,,,,,
Coconino County,Arizona,Fall,,,,,1027,Class B,,,,,,,,,,,,,,,,,
Coconino County,Arizona,Fall,Report 9506: Camping couple hears loud nighttime vocalizations near Knoll Lake.,34.4274,-110.9986,10/8/2004,9506,Class B,9w15f5m61h,69.17,57.965,46.76,28.37,0.34,,0.82,0,0,,,Clear throughout the day.,0,,70,1.1
Coconino County,Arizona,Spring,Report 11807: Twilight vocalizations heard near Lake Mary.,35.1394,-111.6259,5/30/2005,11807,Class B,9w0xguutb4,68.59,52.735,36.88,32.14,0.38,0.01,0.76,0,0,,1008.62,Clear throughout the day.,12,10,220,8.48
Coconino County,Arizona,Summer,Report 16397: Rock throwing incident at Woods Canyon Lake.,34.35,-110.98,9/15/2005,16397,Class B,9w156t4z68,72.85,62.65,52.45,25.32,0.28,,0.41,0,0,,,Clear throughout the day.,0,,187,1.49
Coconino County,Arizona,Fall,Report 12795: Vocalizations heard at Woods Canyon Lake,34.33335,-110.9583,9/16/2005,12795,Class B,9w15744wk0,74.03,62.635,51.24,24.77,0.25,,0.45,0,0,,,Clear throughout the day.,0,,206,4.47
Coconino County,Arizona,Spring,Report 14508: Possible vocalizations heard by campers near Knoll Lake,34.475,-111.08,4/23/2006,14508,Class B,9w1h07fp2m,56.49,44.655,32.82,16.32,0.31,,0.85,0.1815,0.7,rain,,Heavy rain overnight.,0,,200,4.81
Coconino County,Arizona,Summer,Report 15125: Various late night vocalizations heard on a property near Flagstaff.,35.09,-111.7,7/3/2006,15125,Class B,9w0xd5yw16,81.98,69.035,56.09,46.23,0.48,0.25,0.25,0,0,,1018.43,"Partly cloudy starting in the afternoon, continuing until evening.",12,10,270,1.59
Coconino County,Arizona,Summer,Report 15441: Possible vocalizations heard near Bear Canyon Lake.,34.425,-111.375,8/6/2006,15441,Class B,9w0gcdghnm,84.63,73.675,62.72,49.93,0.48,,0.4,0,0,,,Clear throughout the day.,0,,172,0.69
Coconino County,Arizona,Summer,Report 20235: Possible vocalizations heard near Snow Bowl on San Francisco Peaks,35.3,-111.675,8/15/2006,20235,Class B,9w28ff0tru,64.8,57.07,49.34,54.02,0.95,0.58,0.74,0.0088,0.82,rain,1016.22,Rain starting in the evening.,8,9.56,247,1.82
Coconino County,Arizona,Fall,Report 16520: Possible vocalizations heard at Woods Canyon Lake.,34.34,-110.9725,11/3/2006,16520,Class B,9w156g2kcr,62.74,52.025,41.31,24.32,0.38,,0.44,0,0,,,Clear throughout the day.,0,,192,0.86
Coconino County,Arizona,Summer,Report 21535: Knocks and whooping sounds heard north of Clint's Well,34.575,-111.4,8/5/2007,21535,Class B,9w0u9n0vzz,69.14,63.76,58.38,61.51,0.95,,0.74,0.0067,0.8,rain,,Clear throughout the day.,0,,248,0.12
Coconino County,Arizona,Summer,Report 21348: Heavy footsteps and screams heard near Bear Canyon Lake,34.375,-111.4925,8/18/2007,21348,Class B,9w0ewcv8uk,87.56,75.325,63.09,53.28,0.49,,0.19,0,0,,,Clear throughout the day.,0,,194,0.69
Coconino County,Arizona,Summer,Report 23440: Possible evening vocalizations heard near Snowbowl,35.33069,-111.7101,8/20/2007,23440,Class B,9w28czz0nj,73.98,60.65,47.32,50.68,0.67,0.08,0.25,0,0,,1016.47,Mostly cloudy in the afternoon.,10,10,257,3.81
Coconino County,Arizona,Summer,,,,,24218,Class B,,,,,,,,,,,,,,,,,
Coconino County,Arizona,Summer,,,,,24659,Class B,,,,,,,,,,,,,,,,,
Coconino County,Arizona,Fall,Report 24732: Hunters have camper shaken and hear whoops on the North Kiabab,36.3431,-112.0934,9/24/2008,24732,Class B,9w2qc201fk,73.96,57.46,40.96,25.79,0.35,0.13,0.84,0,0,,1020.34,"Partly cloudy starting in the afternoon, continuing until evening.",7,10,220,0.9
Coconino County,Arizona,Winter,Report 34283: Possible trackline found in fresh snow near Willow Springs Lake,34.275,-110.85,12/18/2009,34283,Class B,9w14vx96rg,49.53,36.87,24.21,21.17,0.6,,0.07,0,0,,,Foggy throughout the day.,0,1.24,23,1.61
Coconino County,Arizona,Summer,,,,,28642,Class A,,,,,,,,,,,,,,,,,
Coconino County,Arizona,Summer,,,,,32251,Class B,,,,,,,,,,,,,,,,,
Coconino County,Arizona,Summer,Report 41186: Camper hears possible late-night vocalizations in the Knoll Lake area,34.43951,-111.0946,7/15/2011,41186,Class B,9w0gzvx2sj,78.78,63.135,47.49,27.61,0.31,0.02,0.52,0,0,,,Clear throughout the day.,11,9.91,192,1.36
Coconino County,Arizona,Fall,Report 36623: Several possible vocalizations heard south of Jacob Lake near the North Rim of the Grand Canyon,36.65,-112.24,10/6/2012,36623,Class B,9w80mzvmdr,67.06,52.64,38.22,21.96,0.28,,0.7,0,0,,,Clear throughout the day.,0,,278,3.68
Coconino County,Arizona,Summer,Report 41981: Campers awakened by possible late-night screams north of Woods Canyon Lake,34.24228,-110.5712,8/22/2013,41981,Class B,9w16gcse8r,77.45,63.795,50.14,54.08,0.77,,0.57,0.0036,0.66,rain,,Clear throughout the day.,0,,58,0.15
Coconino County,Arizona,Summer,Report 46243: Passengers travelling to the Arizona Snowbowl ski area have a possible daytime sighting,35.30685,-111.7141,8/10/2014,46243,Class B,9w28cgkm2c,76.67,64.06,51.45,43.06,0.53,0.26,0.49,0,0,,1016.06,Mostly cloudy overnight.,11,8.55,36,0.57
Coconino County,Arizona,Summer,,,,,49293,Class B,,,,,,,,,,,,,,,,,
Coconino County,Arizona,Summer,Report 55195: Camper has a possible afternoon sighting at USFS campground near the town of Strawberry,34.43542,-111.3164,6/26/2016,55195,Class B,9w0gfuvbgg,84.33,72.13,59.93,45.07,0.41,0,0.72,0,0,,,Clear throughout the day.,12,10,194,2.08
Gila County,Arizona,Fall,Report 24302: Man recounts a history of possible activity in the Sierra Anchas,33.825,-110.925,10/15/1981,24302,Class B,9w107vduuj,,,,,,,,,,,,,,,,
Gila County,Arizona,Winter,"Report 7495: Night time road crossing near Strawberry, Arizona",34.4,-111.5,12/30/1983,7495,Class A,9w0ewy24t8,,,,,,,,,,,,,,,,
Gila County,Arizona,Summer,,,,,3625,Class B,,,,,,,,,,,,,,,,,
Gila County,Arizona,Summer,,,,,29441,Class B,,,,,,,,,,,,,,,,,
Gila County,Arizona,Winter,Report 23358: Late night road side sighting near Tonto Creek,34.28939,-111.1367,11/17/2006,23358,Class A,9w0gp40wpj,70.22,59.27,48.32,8.26,0.15,,0.9,0,0,,,Clear throughout the day.,0,,184,0.46
Graham County,Arizona,Summer,Report 44485: Memory told of a possible daylight sighting as a child on Mount Graham,32.42445,-109.5601,6/15/1979,44485,Class B,9tf06ysy0e,,,,,,,,,,,,,,,,
Graham County,Arizona,Summer,"Report 11549: Possible vocalizations heard by campers at Riggs Lake, Coronado National Forest near Mt Graham",32.65,-110.175,6/10/1997,11549,Class B,9tc9szv003,,,,,,,,,,,,,,,,
Graham County,Arizona,Fall,,,,,949,Class B,,,,,,,,,,,,,,,,,
Graham County,Arizona,Winter,Report 17448: A close range road crossing on a foggy morning near Safford,32.815,-109.675,1/22/2007,17448,Class A,9tf48mc15r,44.12,35.855,27.59,30.09,0.84,0.99,0.13,0.0028,1,snow,1019.08,"Mixed precipitation starting in the afternoon, continuing until evening.",3,1.1,3,0.38
Graham County,Arizona,Fall,Report 24886: Former US marine and friends describe possible intimidation behavior while camping on Mt. Graham,32.7071,-109.9643,9/13/2008,24886,Class B,9tcf1dnkwj,72.08,56.845,41.61,45.39,0.68,0,0.44,0,0,,1007.63,Clear throughout the day.,10,10,315,2.24
Graham County,Arizona,Spring,Report 41350: Campers on Mount Graham experience possible intimidation behavior,32.70631,-109.9134,5/26/2013,41350,Class B,9tcf4f5804,76.22,59.36,42.5,12.4,0.16,0,0.56,0,0,,1009.23,Clear throughout the day.,13,10,216,2.32
Graham County,Arizona,Summer,Report 41447: Campers on Mount Graham are frightened by late-night visitor,32.70722,-109.9648,6/16/2013,41447,Class B,9tcf1dnj67,82.66,71.57,60.48,44.38,0.47,0.32,0.26,0,0,,1009.16,Mostly cloudy starting in the afternoon.,13,10,218,1.71
Maricopa County,Arizona,Fall,,,,,573,Class A,,,,,,,,,,,,,,,,,
Maricopa County,Arizona,Summer,Report 42364: Memory told of a daylight sighting and parallel chase in the Gila River bottoms while riding horseback,32.95,-112.73,8/15/1992,42364,Class A,9mzg6y2e8t,,,,,,,,,,,,,,,,
Maricopa County,Arizona,Summer,"Report 18723: Late night multi-witness, road-crossing sighting near Bartlett Lake.",33.85,-111.69,7/15/1995,18723,Class A,9w08d6jyd3,94.79,,,59.86,0.4,0.93,0.62,,,rain,,Mostly cloudy throughout the day and windy in the evening.,6,10,302,1.13
Maricopa County,Arizona,Winter,,,,,1733,Class A,,,,,,,,,,,,,,,,,
Maricopa County,Arizona,Spring,Report 23136: Early morning roadside sighting of tall gray creature near Buckeye,33.3785,-112.6432,7/29/2008,23136,Class A,9mzvusrez5,106.51,93.7,80.89,40.01,0.16,0.03,0.9,0,0,,1008.43,Clear throughout the day.,11,10,233,2.11
Mohave County,Arizona,Summer,Report 33484: Possible late night sighting along US Route 93 near Kingman,34.55,-113.46,6/30/2001,33484,Class B,9qpkd1suq6,,,,,,,,,,,,,,,,
Navajo County,Arizona,Summer,Report 20833: Possible early morning vocalization at Fool's Hollow Lake,34.27139,-110.0632,6/11/2007,20833,Class B,9w1dzqymmd,61.66,55.305,48.95,38.86,0.59,0.61,0.88,0.0096,1,rain,,Rain until afternoon.,7,8.54,154,2
Navajo County,Arizona,Winter,"Report 25625: Man finds large, human-like footprints in mud while jogging near his home (photos included)",34.0425,-110.4829,2/20/2009,25625,Class B,9w13tvhzcv,63.28,47.09,30.9,11.67,0.31,,0.87,0,0,,,Foggy throughout the day.,0,1.24,298,0.33
Navajo County,Arizona,Spring,Report 27495: Afternoon sighting by a commuter south of Show Low,34.1,-110.165,3/24/2010,27495,Class A,9w19vpsqck,51.65,40.18,28.71,16.82,0.42,0,0.3,0,0,,,Clear throughout the day.,9,8.87,340,4.3
Navajo County,Arizona,Spring,Report 29358: Brief daylight sighting within the city limits of Show Low,34,-110,5/31/2011,29358,Class A,9w1c2vs2q5,79.31,66.72,54.13,17.34,0.22,0,0.96,0,0,,,Clear throughout the day.,12,9.91,176,4.71
Navajo County,Arizona,Spring,Report 47536: Evening sighting from a fishing boat on Fools Hollow Lake near Show Low.,34.285,-110.11,4/22/2014,47536,Class A,9w1en3kke5,73.68,60.38,47.08,27.55,0.32,0.04,0.77,0,0,,,Clear throughout the day.,11,10,195,9.09
Siskiyou County,California,Summer,Report 2896: Sister and brother see 3 creatures near Yreka,41.82417,-122.9958,8/1/1944,2896,Class A,9r2tcjv5qn,,,,,,,,,,,,,,,,
Santa Barbara County,California,Spring,Report 25444: High school teacher recalls a nighttime sighting while camping in the Los Padres National Forest,34.73389,-119.9254,4/15/1982,25444,Class A,9q4tx50gxd,59.56,46.17,32.78,45.06,0.87,0.02,0.73,,,rain,1013.84,Partly cloudy until afternoon.,9,10,314,1.34
San Luis Obispo County,California,Summer,"Report 27983: Motorists encounter unusual creature on Highway 46 near Paso Robles, CA",35.665,-120.55,8/1/1974,27983,Class A,9q66bud5tm,101.34,79.28,57.22,53.46,0.56,0,0.46,,,rain,1011.97,"Breezy starting in the afternoon, continuing until evening.",10,10,240,5.89
San Bernardino County,California,Summer,,,,,2248,Class A,,,,,,,,,,,,,,,,,
Placer County,California,Spring,"Report 3612: Two fishermen have truck shaken early one morning, outside of Auburn",38.90222,-121.0803,4/1/1978,3612,Class B,9qcvkcbjbe,56.08,47.855,39.63,47.43,0.88,0.97,0.79,,,rain,1010.38,Mostly cloudy throughout the day and breezy until afternoon.,5,9.44,182,9.83
Nevada County,California,Fall,Report 4946: Teenager has daytime sighting near Truckee,39.3225,-120.2653,10/1/1956,4946,Class A,9qfrxq3qpm,70.69,58.1,45.51,34.77,0.48,0.07,0.91,0,0,,1014.16,Partly cloudy overnight.,6,10,228,2.36
Napa County,California,Summer,,,,,2210,Class A,,,,,,,,,,,,,,,,,
Monterey County,California,Spring,Report 12247: Two teenage girls have daytime encounter on Big Sur Coast,35.5565,-121.2919,4/15/1974,12247,Class A,9q3drbvgtu,,,,,,,,,,,,,,,,
